DATE,NAME,WATER_INJECTION_VOLUME,SECTOR,ZONE,SUBZONE,WELL_TYPE
02/11/2021,I5,1211.16,1,WARA,WARA1,Injector
02/12/2021,I5,1036.0,1,WARA,WARA1,Injector
02/01/2022,I5,1255.81,1,WARA,WARA1,Injector
02/02/2022,I5,639.871,1,WARA,WARA1,Injector
02/03/2022,I5,493.0,1,WARA,WARA1,Injector
02/04/2022,I5,444.613,1,WARA,WARA1,Injector
02/05/2022,I5,457.0,1,WARA,WARA1,Injector
02/06/2022,I5,491.839,1,WARA,WARA1,Injector
02/07/2022,I5,515.0,1,WARA,WARA1,Injector
02/08/2022,I5,491.774,1,WARA,WARA1,Injector
02/09/2022,I5,507.0,1,WARA,WARA1,Injector
02/10/2022,I5,567.0,1,WARA,WARA1,Injector
02/11/2022,I5,544.129,1,WARA,WARA1,Injector
02/12/2022,I5,548.0,1,WARA,WARA1,Injector
02/01/2023,I5,532.323,1,WARA,WARA1,Injector
02/02/2023,I5,671.774,1,WARA,WARA1,Injector
02/03/2023,I5,965.0,1,WARA,WARA1,Injector
02/04/2023,I5,1004.68,1,WARA,WARA1,Injector
02/05/2023,I5,1098.8,1,WARA,WARA1,Injector
02/06/2023,I5,1204.58,1,WARA,WARA1,Injector
02/07/2023,I5,1272.0,1,WARA,WARA1,Injector
02/08/2023,I5,1176.19,1,WARA,WARA1,Injector
02/09/2023,I5,1125.0,1,WARA,WARA1,Injector
02/10/2023,I5,1040.0,1,WARA,WARA1,Injector
02/11/2023,I5,1074.0,1,WARA,WARA1,Injector
02/12/2023,I5,1146.0,1,WARA,WARA1,Injector
31/12/2023,I5,1429.0,1,WARA,WARA1,Injector
